Plastic type,Replacement %,Particle size (mm),w/c ratio,Additive type,Additive %,Curing temperature (°C),Curing duration (days),Compressive strength (MPa),Flexural strength (MPa),Split tensile strength (MPa),Density (kg/m³),Water absorption (%),Thermal conductivity (W/m·K),Durability index
PP,11.4,7.12,0.433,silica fume,9.7,29.9,27.7,22.14,3.39,2.3,2284.3,2.35,1.109,43.3
PP,25.53,16.27,0.547,GGBS,28.9,33.2,28.0,9.09,1.62,1.0,2208.0,4.68,0.881,24.1
PP,14.24,15.88,0.475,fly ash,26.4,23.0,6.5,6.75,1.64,0.58,2197.4,3.57,1.069,28.6
PP,12.62,10.06,0.467,GGBS,15.6,19.1,14.3,13.18,2.4,1.26,2272.8,3.28,1.14,32.8
PP,0.68,6.21,0.426,none,0.0,27.3,14.4,19.42,2.73,2.09,2366.5,2.68,1.327,42.0
PP,35.52,6.37,0.403,GGBS,20.9,24.9,6.6,5.0,1.31,0.42,2157.0,3.3,0.611,30.8
PP,9.67,6.34,0.436,silica fume,5.3,49.3,28.1,26.74,3.24,2.59,2282.4,2.27,1.242,53.4
PP,22.16,6.93,0.408,silica fume,18.2,25.4,7.1,5.0,1.31,0.41,2224.1,2.64,1.002,32.9
PP,6.86,4.36,0.577,none,0.0,43.3,14.0,13.92,2.49,1.47,2319.1,4.62,1.235,23.3
PP,1.1,5.97,0.458,silica fume,8.6,27.1,14.2,19.78,2.93,1.64,2344.7,2.62,1.377,45.0
PP,22.63,4.83,0.456,fly ash,14.8,23.6,28.4,10.12,1.82,0.98,2165.3,3.83,0.866,29.7
PP,23.85,6.44,0.545,none,0.0,58.4,90.0,14.21,2.53,1.14,2184.3,5.01,0.943,22.8
PP,2.4,15.46,0.396,silica fume,7.4,24.2,6.9,14.82,2.55,1.37,2350.4,1.9,1.383,44.4
PP,23.84,8.26,0.583,none,0.0,24.1,27.8,6.85,1.67,0.59,2153.9,5.21,0.966,17.2
PP,0.54,16.21,0.436,silica fume,17.4,30.0,7.3,13.44,2.28,1.41,2336.5,2.75,1.343,48.0
PP,22.87,15.71,0.451,none,0.0,37.0,7.3,5.04,1.31,0.44,2224.2,3.93,0.883,24.5
PP,4.5,5.21,0.381,GGBS,10.5,19.2,28.4,29.83,4.06,3.08,2335.8,1.66,1.263,54.6
PP,8.84,4.0,0.493,GGBS,12.8,36.8,14.2,17.54,2.67,1.76,2289.5,3.41,1.215,41.2
PP,36.26,6.37,0.438,GGBS,25.8,45.7,6.9,5.0,1.26,0.45,2104.8,4.53,0.713,21.1
PP,3.21,4.71,0.43,silica fume,14.9,24.9,90.0,47.37,5.62,4.97,2297.7,2.64,1.308,67.4
PP,39.81,7.44,0.484,fly ash,12.5,20.3,90.0,14.92,2.19,1.62,2050.5,5.01,0.56,32.3
PP,33.82,7.94,0.416,none,0.0,18.1,28.2,11.38,1.66,0.9,2108.8,4.1,0.798,22.2
PP,20.41,18.49,0.437,fly ash,13.4,26.9,27.9,11.1,2.13,1.16,2192.1,3.58,1.015,36.0
PP,21.77,8.0,0.404,silica fume,6.7,21.0,27.7,10.98,2.13,1.18,2216.9,3.34,0.98,33.3
PP,14.47,7.59,0.552,fly ash,14.6,19.6,56.1,17.78,2.94,1.7,2221.9,4.99,1.012,37.1
PP,14.8,15.29,0.394,silica fume,5.1,38.7,56.1,24.13,3.44,2.39,2262.4,2.45,1.103,50.5
PP,32.13,5.4,0.496,silica fume,10.8,74.9,28.2,11.16,1.98,1.15,2104.7,3.8,0.751,25.8
PP,22.98,9.95,0.498,silica fume,18.8,44.6,3.0,5.0,1.15,0.43,2187.5,3.8,0.904,28.7
PP,24.25,13.24,0.601,GGBS,28.1,68.1,90.0,15.62,2.3,1.4,2184.6,4.53,0.896,26.7
PP,0.13,5.91,0.522,fly ash,16.1,26.1,13.9,16.13,2.68,1.7,2322.0,3.14,1.339,38.5
PP,24.87,4.66,0.421,fly ash,26.2,21.0,13.7,6.12,1.74,0.56,2131.7,3.7,0.815,32.1
PP,26.84,7.67,0.424,GGBS,26.6,69.0,13.6,8.14,1.72,0.77,2127.5,3.22,0.866,26.1
PP,25.77,14.07,0.389,fly ash,13.5,21.1,27.6,10.45,2.17,1.01,2182.9,3.15,0.827,34.6
PP,21.76,6.09,0.396,silica fume,11.5,32.3,28.0,11.92,2.38,0.93,2166.6,2.62,0.958,36.6
PP,39.54,4.38,0.439,silica fume,19.1,19.9,7.1,5.14,1.23,0.42,2040.8,4.37,0.7,20.8
PP,37.23,8.1,0.466,GGBS,16.8,26.1,28.4,11.03,2.13,0.96,2072.6,4.76,0.673,29.2
PP,30.36,15.51,0.486,silica fume,17.0,72.3,27.6,10.92,2.13,1.1,2148.0,3.93,0.776,32.8
PP,23.68,9.35,0.492,fly ash,26.3,19.1,14.4,7.5,1.46,0.66,2188.2,4.31,0.797,29.2
PP,9.75,18.49,0.484,none,0.0,22.8,28.2,22.36,2.77,1.91,2304.3,4.04,1.152,34.8
PP,32.78,6.48,0.414,silica fume,13.2,27.8,14.5,7.54,1.8,0.69,2119.9,3.72,0.75,35.1
PP,38.2,5.82,0.458,none,0.0,27.0,27.8,9.37,1.93,0.75,2060.9,4.77,0.647,29.3
PP,18.35,6.06,0.487,none,0.0,29.9,14.4,6.61,1.5,0.56,2236.0,4.62,0.938,22.6
PP,14.69,7.17,0.444,none,0.0,22.3,7.2,6.04,1.47,0.61,2266.3,3.92,1.066,22.9
PP,2.44,9.33,0.369,silica fume,8.9,30.0,27.9,35.11,4.15,2.74,2365.3,2.26,1.365,60.1
PP,28.59,4.58,0.46,none,0.0,70.0,6.8,5.0,1.26,0.53,2129.7,4.43,0.842,27.2
PP,19.81,6.1,0.432,silica fume,14.1,25.6,28.5,11.65,2.12,0.89,2183.4,2.65,0.974,40.6
PP,37.84,10.3,0.515,silica fume,12.8,27.3,7.4,5.0,1.35,0.44,2095.2,4.46,0.65,22.2
PP,39.22,5.36,0.52,GGBS,21.6,32.3,28.3,9.56,1.83,0.99,2035.0,5.19,0.562,24.7
PP,0.97,6.3,0.483,fly ash,28.7,23.2,56.4,35.51,4.28,2.77,2358.4,3.38,1.289,55.2
PP,4.91,9.4,0.46,fly ash,29.4,43.3,28.3,29.19,3.54,2.57,2327.0,2.71,1.13,51.2
PP,35.04,9.21,0.505,none,0.0,29.7,56.0,12.6,2.11,1.11,2048.7,5.23,0.62,23.4
PP,2.58,17.54,0.47,fly ash,10.8,28.9,6.5,10.55,2.07,0.83,2288.2,2.96,1.173,32.5
PP,5.3,18.47,0.35,GGBS,19.2,56.4,28.3,31.86,4.39,2.8,2310.8,1.85,1.342,56.6
PP,15.15,4.28,0.491,GGBS,25.0,44.1,27.6,13.91,2.47,1.22,2199.4,3.55,1.094,36.4
PP,30.05,6.18,0.371,fly ash,27.0,54.4,28.1,12.84,2.21,1.34,2115.8,3.63,0.851,36.2
PP,33.24,6.72,0.44,fly ash,27.2,45.9,28.4,11.05,2.1,1.19,2117.9,4.23,0.732,27.2
PP,6.57,6.04,0.412,fly ash,11.4,39.8,90.0,39.85,5.04,4.12,2347.4,2.76,1.193,58.8
PP,19.42,16.43,0.466,none,0.0,28.8,28.3,9.32,1.76,1.0,2212.6,4.23,1.057,27.5
PP,10.02,16.32,0.518,GGBS,13.4,23.2,3.1,5.0,1.41,0.38,2264.7,3.64,1.138,31.2
PP,29.41,5.63,0.577,fly ash,21.1,47.6,7.3,5.0,1.31,0.47,2157.8,5.33,0.793,25.2
PP,5.05,4.32,0.399,silica fume,11.4,48.1,27.6,35.7,3.94,3.83,2290.6,2.04,1.249,58.9
PP,35.52,17.53,0.418,fly ash,10.7,20.1,3.0,5.0,1.31,0.5,2084.9,4.19,0.678,27.7
PP,38.52,11.82,0.445,fly ash,17.3,22.3,89.7,16.64,2.96,1.31,2091.8,4.41,0.636,31.1
PP,26.99,6.99,0.436,none,0.0,22.1,6.9,5.0,1.33,0.5,2173.9,4.09,0.86,19.6
PP,6.87,5.15,0.552,fly ash,11.9,55.7,89.7,37.03,4.42,3.36,2286.1,3.82,1.205,52.8
PP,39.39,8.79,0.499,fly ash,26.0,25.3,14.2,6.46,1.48,0.51,2055.6,5.03,0.608,20.2
PP,17.54,7.36,0.404,GGBS,29.1,28.1,28.4,11.87,2.16,1.26,2195.3,2.49,1.029,41.7
PP,38.69,8.42,0.582,silica fume,14.0,29.1,90.0,14.47,2.45,1.2,2052.1,5.11,0.655,30.0
PP,25.32,7.5,0.421,fly ash,22.1,18.6,13.6,6.94,1.57,0.74,2157.2,3.66,0.844,26.9
PP,39.07,6.17,0.356,GGBS,13.1,22.0,14.4,7.86,1.62,0.75,2054.2,3.29,0.625,28.9
PP,13.54,4.8,0.44,none,0.0,22.7,27.9,15.57,2.9,1.38,2254.5,3.65,1.053,32.6
PP,17.1,8.76,0.417,none,0.0,25.7,13.7,8.51,1.49,0.81,2216.3,3.76,1.036,29.1
PP,18.8,6.46,0.418,GGBS,18.1,24.6,55.8,15.42,2.22,1.36,2219.6,2.35,1.026,40.6
PP,16.4,12.29,0.381,silica fume,14.0,65.5,28.0,17.24,2.64,1.87,2232.9,2.32,1.098,45.1
PP,39.57,10.33,0.461,none,0.0,76.2,28.3,9.32,2.17,0.96,2080.7,4.91,0.593,23.3
PP,12.93,8.81,0.398,fly ash,17.6,26.5,55.5,26.56,3.5,2.91,2303.8,3.32,1.049,48.4
PP,31.25,5.99,0.426,silica fume,15.1,25.8,3.2,5.0,1.33,0.46,2149.9,3.42,0.814,30.9
PP,32.68,4.71,0.504,none,0.0,22.5,55.9,11.02,2.24,0.99,2107.2,5.15,0.791,27.4
PP,4.76,11.28,0.35,none,0.0,24.1,56.5,40.76,4.68,3.54,2360.6,2.3,1.293,63.6
PP,11.45,7.85,0.481,GGBS,10.2,26.1,13.6,12.69,2.11,1.01,2241.0,3.4,1.163,33.7
PP,18.65,15.27,0.388,none,0.0,23.6,28.0,10.24,2.23,0.8,2163.9,3.61,0.993,26.4
PP,34.77,18.08,0.395,fly ash,26.6,26.9,14.4,7.6,1.7,0.68,2127.5,4.04,0.715,27.5
PP,22.42,15.84,0.45,GGBS,28.9,21.7,28.3,11.49,1.92,0.87,2166.2,3.32,0.887,33.8
PP,36.7,4.62,0.434,silica fume,13.5,36.7,55.5,15.55,2.41,1.45,2080.9,3.77,0.745,39.2
PP,20.83,5.56,0.389,none,0.0,71.0,55.7,15.93,2.63,1.36,2202.1,3.14,0.96,30.4
PP,7.54,8.12,0.524,none,0.0,27.6,13.7,13.6,2.42,1.39,2241.2,4.05,1.206,29.2
PP,30.22,6.5,0.425,GGBS,28.7,71.6,7.1,5.5,1.42,0.42,2132.9,3.69,0.902,29.1
PP,20.74,4.61,0.35,fly ash,16.4,52.0,28.0,14.23,2.45,1.15,2235.4,2.58,0.999,41.8
PP,5.08,8.17,0.583,silica fume,8.6,22.0,89.9,39.18,4.2,4.21,2334.3,4.03,1.306,55.1
PP,9.12,10.9,0.441,none,0.0,28.4,56.2,36.47,3.28,3.8,2227.4,3.7,1.207,51.7
PP,9.04,9.18,0.574,GGBS,19.5,28.0,89.6,33.95,4.17,3.12,2246.0,4.19,1.189,47.6
PP,29.96,10.11,0.364,GGBS,17.8,25.3,28.2,12.56,2.13,1.3,2166.5,3.07,0.7,44.1
PP,14.64,11.38,0.52,GGBS,18.6,19.5,28.3,13.48,2.16,1.04,2262.8,3.66,1.109,34.2
PP,34.17,4.97,0.481,silica fume,7.4,78.1,7.2,5.0,1.43,0.47,2110.8,3.88,0.85,25.7
PP,15.61,10.57,0.418,silica fume,5.2,21.0,27.8,15.2,2.26,1.59,2243.4,2.47,1.161,41.2
PP,19.39,9.71,0.526,fly ash,16.7,68.6,28.3,9.1,1.94,0.81,2185.2,4.26,1.038,32.6
PP,23.43,5.26,0.523,silica fume,19.8,64.9,55.6,13.32,2.48,1.12,2168.7,3.72,0.954,36.9
PP,36.76,14.56,0.467,none,0.0,27.1,7.4,5.2,1.33,0.44,2082.6,5.3,0.679,14.9
PP,32.53,13.7,0.448,GGBS,27.8,18.6,14.3,7.1,1.61,0.69,2071.1,4.09,0.665,30.5
PP,39.2,11.45,0.487,GGBS,25.8,42.0,7.5,5.46,1.24,0.46,2098.1,4.55,0.586,27.2
PP,31.16,14.07,0.543,none,0.0,20.8,14.4,6.43,1.47,0.7,2101.2,5.95,0.747,18.8
PP,11.94,14.76,0.404,fly ash,13.9,27.0,6.9,8.55,1.65,0.82,2291.9,3.45,0.994,32.5
PP,35.99,9.3,0.462,fly ash,11.1,65.5,27.6,10.81,1.94,0.86,2092.4,4.55,0.684,23.6
PP,26.5,18.74,0.358,fly ash,17.5,27.7,55.6,16.79,2.41,1.4,2126.6,2.84,0.825,37.0
PP,4.84,11.7,0.452,none,0.0,25.5,6.8,10.3,2.42,0.91,2311.7,3.27,1.271,27.0
PP,33.12,7.84,0.497,none,0.0,43.8,89.6,13.25,2.49,1.37,2142.1,4.89,0.754,22.1
PP,30.69,7.01,0.449,silica fume,12.7,77.1,56.2,17.2,2.55,1.84,2145.0,3.15,0.796,41.7
PP,38.11,12.65,0.447,none,0.0,25.8,28.3,10.56,1.74,1.14,2077.5,5.19,0.658,23.1
PP,20.69,12.16,0.436,none,0.0,47.8,28.3,11.15,2.1,1.18,2185.5,3.91,1.006,27.1
PP,1.25,11.92,0.62,silica fume,11.3,29.1,89.6,41.31,4.42,4.37,2308.6,4.2,1.32,58.1
HDPE,25.73,1.0,0.518,GGBS,18.2,47.9,89.8,18.67,2.94,1.94,2184.5,4.3,0.969,32.9
HDPE,27.52,10.43,0.455,silica fume,19.5,26.0,28.4,12.39,2.2,0.97,2201.2,2.98,1.076,36.0
HDPE,1.2,1.28,0.499,GGBS,18.2,27.8,7.3,14.56,2.43,1.27,2351.3,2.94,1.4,38.2
HDPE,4.06,13.58,0.518,silica fume,9.1,31.3,28.0,30.79,4.28,3.01,2329.4,3.26,1.335,51.9
HDPE,24.67,2.51,0.35,GGBS,13.6,22.0,14.4,9.12,1.73,0.92,2189.5,2.32,1.096,38.3
HDPE,28.19,3.3,0.423,none,0.0,27.0,56.2,13.84,2.34,1.08,2201.9,3.45,0.975,29.2
HDPE,27.71,7.93,0.426,silica fume,15.5,24.8,28.3,12.09,2.4,1.19,2130.8,2.93,0.984,36.8
HDPE,32.14,4.09,0.553,none,0.0,65.9,90.0,16.67,2.88,1.63,2181.5,5.64,0.918,24.8
HDPE,18.14,1.48,0.454,none,0.0,24.7,27.7,9.91,1.94,0.94,2260.5,3.64,1.112,31.8
HDPE,5.42,2.9,0.516,silica fume,6.4,24.3,55.9,37.32,3.64,2.93,2302.0,2.9,1.367,58.1
HDPE,7.73,6.54,0.521,GGBS,18.0,25.2,13.5,15.58,2.83,1.61,2311.1,3.46,1.221,40.1
HDPE,39.02,1.24,0.35,none,0.0,44.2,90.0,22.49,3.17,2.27,2139.3,3.4,0.826,42.4
HDPE,4.96,11.49,0.388,fly ash,16.2,31.1,14.0,22.82,3.3,2.05,2334.1,2.57,1.229,46.4
HDPE,17.61,16.75,0.568,none,0.0,39.8,7.2,5.0,1.23,0.4,2256.0,5.13,1.182,13.9
HDPE,0.54,19.54,0.588,silica fume,10.9,19.3,28.5,26.52,3.61,2.51,2300.1,3.34,1.395,46.0
HDPE,27.12,2.33,0.566,GGBS,18.4,26.5,6.7,5.68,1.46,0.61,2163.8,4.41,1.054,22.4
HDPE,31.57,1.54,0.484,GGBS,26.1,19.1,27.9,11.58,2.08,1.23,2131.8,4.18,0.976,35.2
HDPE,7.41,3.02,0.38,none,0.0,21.1,28.1,26.75,3.33,2.5,2294.8,2.32,1.238,49.5
HDPE,10.01,16.63,0.501,silica fume,8.6,26.4,89.7,38.45,4.61,3.45,2266.1,3.07,1.322,56.7
HDPE,28.89,8.78,0.513,silica fume,6.6,36.8,13.9,6.77,1.67,0.61,2129.8,4.5,1.081,27.1
HDPE,8.43,17.35,0.368,fly ash,29.8,31.1,90.0,50.01,4.75,4.15,2276.1,2.41,1.272,71.3
HDPE,11.19,1.84,0.54,none,0.0,28.5,28.0,18.74,2.76,2.0,2240.0,4.66,1.204,32.5
HDPE,38.37,1.24,0.459,GGBS,14.7,49.1,28.4,11.59,2.19,0.88,2085.5,3.97,0.807,31.7
HDPE,32.27,13.34,0.39,GGBS,19.2,22.2,28.2,12.72,2.2,1.33,2129.8,3.64,0.929,38.9
HDPE,11.2,1.19,0.535,fly ash,24.2,59.9,7.4,10.38,1.99,1.11,2298.4,3.87,1.141,33.2
HDPE,4.11,15.43,0.427,none,0.0,24.5,27.7,29.85,3.46,2.86,2294.9,3.12,1.332,46.7
HDPE,31.1,4.43,0.533,fly ash,18.2,23.9,55.7,14.14,2.46,1.43,2162.4,4.93,0.895,27.4
HDPE,11.75,13.49,0.393,silica fume,15.6,27.5,28.5,26.37,3.61,2.42,2345.9,1.99,1.209,58.0
HDPE,28.68,7.18,0.407,silica fume,6.4,40.1,14.5,9.05,1.74,0.97,2149.5,2.76,0.952,31.2
HDPE,20.57,1.74,0.439,silica fume,9.0,22.9,7.3,5.0,1.32,0.48,2184.0,2.77,1.101,33.9
HDPE,26.02,1.7,0.447,silica fume,15.7,21.8,28.1,11.05,2.4,1.09,2168.5,2.94,1.095,34.3
HDPE,4.7,8.53,0.496,GGBS,12.8,25.4,56.1,39.14,4.69,3.0,2336.5,3.35,1.245,58.0
HDPE,22.46,1.68,0.45,silica fume,7.0,21.1,89.9,18.73,2.83,1.74,2245.7,3.01,1.032,43.4
HDPE,19.77,8.15,0.468,GGBS,24.7,28.2,27.6,11.69,2.29,1.16,2198.9,3.62,1.111,28.7
HDPE,33.04,2.24,0.35,none,0.0,45.7,13.9,8.86,1.94,0.94,2132.7,3.44,0.928,30.9
HDPE,16.46,1.81,0.413,GGBS,19.5,47.4,55.9,17.71,3.2,1.77,2274.6,2.43,1.151,45.7
HDPE,31.64,4.16,0.478,GGBS,27.7,24.9,56.4,16.79,2.67,1.35,2111.6,3.87,0.915,36.5
HDPE,34.6,1.54,0.415,GGBS,24.1,22.4,3.5,5.0,1.45,0.5,2110.1,3.86,0.862,27.8
HDPE,12.14,7.27,0.504,fly ash,27.3,33.6,28.1,21.26,2.8,2.19,2251.3,4.1,1.146,40.5
HDPE,3.54,8.96,0.448,silica fume,10.4,67.4,6.9,17.46,2.46,1.92,2357.7,2.21,1.326,47.8
HDPE,2.98,2.36,0.355,silica fume,7.1,33.2,27.5,41.2,4.04,3.36,2370.1,1.61,1.308,69.3
HDPE,2.56,12.34,0.442,fly ash,12.8,32.3,13.5,20.91,2.88,1.87,2361.0,2.9,1.28,48.4
HDPE,23.29,18.39,0.556,fly ash,25.7,51.9,56.1,15.97,2.61,1.23,2173.7,4.8,1.027,27.4
HDPE,16.11,16.25,0.484,none,0.0,71.1,55.6,16.95,2.74,1.72,2271.9,3.99,1.115,35.3
HDPE,30.35,10.86,0.497,silica fume,6.5,29.2,7.2,5.53,1.45,0.54,2120.6,3.3,1.022,32.3
HDPE,19.11,9.44,0.493,fly ash,20.5,28.9,7.3,5.07,1.19,0.39,2230.0,3.57,1.044,23.2
HDPE,34.54,3.84,0.561,none,0.0,74.4,28.5,9.82,2.06,0.97,2088.4,5.62,0.898,22.1
HDPE,22.51,5.28,0.396,GGBS,12.8,28.2,6.9,5.76,1.59,0.51,2166.8,2.88,1.052,31.4
HDPE,9.33,8.17,0.445,none,0.0,65.8,13.9,17.23,2.64,1.63,2285.5,3.57,1.226,38.0
HDPE,36.33,9.36,0.511,none,0.0,22.0,28.4,9.73,2.05,1.03,2120.2,5.08,0.851,20.9
HDPE,22.22,3.02,0.508,GGBS,27.2,23.1,89.7,16.04,3.1,1.67,2215.8,3.77,1.085,42.0
HDPE,38.8,3.85,0.399,fly ash,17.2,22.7,89.6,21.22,2.92,2.19,2143.7,3.5,0.797,40.6
HDPE,2.52,7.6,0.418,silica fume,9.5,29.5,90.0,54.84,5.89,5.19,2355.2,1.9,1.33,75.6
HDPE,21.03,1.78,0.561,silica fume,19.7,49.2,28.2,10.01,2.01,0.91,2234.1,3.72,1.147,32.3
HDPE,30.41,1.05,0.415,fly ash,11.3,27.0,14.1,8.42,1.89,0.91,2157.3,3.43,0.872,28.9
HDPE,31.13,2.66,0.55,fly ash,23.2,28.1,27.7,10.53,1.91,1.03,2106.8,5.08,0.931,23.6
HDPE,24.28,8.04,0.512,fly ash,26.4,23.5,14.4,6.52,1.55,0.54,2175.0,4.4,1.036,26.4
HDPE,32.52,1.37,0.412,none,0.0,19.7,56.4,15.27,2.61,1.35,2136.1,3.8,0.925,30.4
HDPE,32.78,11.71,0.49,fly ash,13.5,19.4,28.4,8.76,1.74,0.87,2089.9,4.61,0.887,26.4
HDPE,2.25,1.13,0.423,fly ash,16.3,24.6,27.7,36.83,4.39,3.36,2303.3,2.79,1.3,59.0
HDPE,30.54,1.71,0.443,none,0.0,28.4,13.9,6.57,1.74,0.64,2106.6,3.75,0.898,29.4
HDPE,34.37,3.3,0.527,fly ash,10.0,28.2,28.1,10.6,1.81,1.14,2117.3,4.8,0.879,29.9
HDPE,13.95,6.73,0.414,none,0.0,20.1,13.6,11.61,2.32,1.21,2254.9,2.97,1.228,35.4
HDPE,35.63,13.4,0.407,GGBS,24.0,30.0,55.5,18.35,3.06,1.98,2126.7,3.14,0.878,43.5
HDPE,39.82,10.62,0.497,none,0.0,45.6,89.9,16.61,2.87,1.4,2081.7,5.18,0.849,32.0
HDPE,21.0,4.88,0.429,none,0.0,25.0,27.9,11.18,1.87,1.04,2241.6,3.9,1.102,28.7
HDPE,14.61,1.61,0.386,silica fume,12.0,43.0,27.8,19.65,2.9,1.66,2234.6,2.43,1.263,45.2
HDPE,17.39,2.65,0.521,none,0.0,35.4,28.4,9.54,1.97,0.99,2232.1,4.43,1.173,23.8
HDPE,20.97,1.08,0.472,GGBS,25.3,20.2,28.2,12.84,2.36,1.0,2204.7,3.38,1.089,34.2
HDPE,20.25,2.31,0.486,silica fume,6.8,19.5,56.1,15.99,2.32,1.36,2214.0,3.01,1.159,39.1
HDPE,35.18,7.39,0.5,silica fume,5.0,37.2,56.2,15.17,2.41,1.45,2118.5,3.56,0.931,43.2
HDPE,5.86,1.37,0.395,GGBS,28.2,39.4,27.8,34.08,4.53,3.68,2295.2,2.26,1.254,59.7
HDPE,36.79,2.07,0.516,silica fume,5.6,19.5,14.1,7.56,1.69,0.71,2116.6,3.86,0.898,32.6
HDPE,18.88,18.34,0.513,none,0.0,20.7,13.7,5.66,1.56,0.44,2236.3,4.8,1.17,20.3
HDPE,31.27,15.54,0.561,none,0.0,22.6,28.4,9.23,1.88,0.86,2130.5,5.2,0.967,21.6
HDPE,12.48,1.55,0.486,none,0.0,26.1,14.5,12.64,2.14,1.05,2250.7,4.13,1.195,30.6
HDPE,29.43,3.01,0.526,none,0.0,24.3,27.5,9.3,2.0,0.75,2147.5,4.38,0.967,23.0
HDPE,19.67,2.7,0.583,none,0.0,21.2,14.3,5.58,1.38,0.56,2238.8,5.26,1.111,19.0
HDPE,16.35,9.92,0.374,GGBS,29.6,20.1,14.2,11.83,2.01,1.12,2246.3,2.54,1.146,41.7
HDPE,21.06,8.11,0.421,silica fume,17.5,25.8,90.0,21.4,2.99,1.9,2194.6,2.72,1.118,45.7
HDPE,36.95,2.16,0.479,GGBS,13.4,36.3,27.9,10.36,2.14,0.82,2123.6,3.93,0.814,37.1
HDPE,18.81,17.05,0.451,GGBS,19.2,22.9,89.6,19.43,2.78,1.52,2233.8,3.61,1.118,39.6
HDPE,2.29,1.57,0.35,none,0.0,23.3,27.9,37.8,3.97,3.34,2363.9,2.21,1.279,58.6
HDPE,0.59,3.25,0.35,fly ash,24.7,29.5,90.0,69.21,6.46,6.18,2330.5,1.81,1.31,69.5
HDPE,11.11,11.67,0.379,fly ash,19.9,24.1,13.8,19.23,2.83,1.58,2311.7,2.42,1.138,44.1
HDPE,18.94,8.16,0.464,none,0.0,22.9,13.8,6.76,1.5,0.69,2256.7,3.46,1.197,22.7
HDPE,27.94,8.08,0.424,fly ash,18.8,27.7,56.1,17.07,2.82,1.79,2190.9,3.29,0.908,37.6
HDPE,30.2,2.36,0.448,GGBS,22.5,42.0,14.3,8.55,1.89,0.74,2219.7,3.7,0.898,29.3
HDPE,9.83,5.38,0.424,GGBS,11.7,22.8,28.2,28.1,3.36,2.53,2297.5,2.69,1.27,55.3
HDPE,39.2,8.51,0.519,fly ash,23.8,41.9,56.4,14.77,2.5,1.32,2050.9,5.2,0.884,23.7
HDPE,1.54,10.88,0.458,GGBS,15.2,22.2,27.9,30.36,3.77,2.95,2332.3,2.62,1.393,55.4
HDPE,5.27,6.63,0.434,GGBS,23.9,25.0,28.0,26.32,4.21,2.13,2313.6,2.65,1.221,49.9
HDPE,24.43,6.21,0.502,fly ash,21.0,25.1,7.0,5.0,1.3,0.43,2160.5,4.16,1.055,24.8
HDPE,19.01,1.08,0.517,none,0.0,26.8,7.0,5.76,1.36,0.53,2192.2,4.34,1.136,23.7
HDPE,34.03,2.19,0.533,none,0.0,23.2,13.7,6.25,1.45,0.58,2102.7,5.12,0.891,22.6
HDPE,12.96,8.68,0.393,none,0.0,52.2,7.5,10.04,2.03,0.78,2232.2,3.15,1.181,31.4
HDPE,7.47,1.66,0.411,none,0.0,79.0,3.5,7.47,1.86,0.74,2228.3,2.82,1.259,26.5
HDPE,25.5,5.67,0.509,none,0.0,35.5,14.0,6.94,1.7,0.55,2166.9,4.64,1.007,20.5
HDPE,36.57,2.19,0.479,none,0.0,76.9,28.3,11.21,2.15,1.02,2088.1,4.99,0.817,23.3
HDPE,17.55,17.42,0.407,GGBS,24.0,29.3,28.3,11.54,2.01,0.91,2233.6,3.04,1.175,40.4
HDPE,20.47,1.98,0.508,fly ash,18.2,19.6,89.5,17.71,2.84,1.77,2226.1,4.12,1.123,35.6
HDPE,34.4,4.89,0.597,fly ash,26.7,26.2,14.3,6.66,1.54,0.55,2136.3,5.45,0.902,18.1
HDPE,1.39,2.06,0.483,none,0.0,27.5,14.1,20.48,2.86,2.22,2336.8,3.64,1.355,39.1
HDPE,25.66,3.15,0.466,none,0.0,48.6,28.0,11.21,2.12,1.16,2202.3,4.67,0.984,27.6
HDPE,26.77,6.71,0.426,none,0.0,21.8,27.6,10.59,2.26,0.97,2175.2,3.62,1.035,31.2
HDPE,19.12,7.72,0.401,fly ash,29.5,38.4,89.8,21.39,3.28,2.09,2166.1,2.9,1.057,38.7
HDPE,36.18,7.96,0.464,none,0.0,30.3,90.0,17.47,2.43,1.47,2116.7,4.92,0.976,29.9
HDPE,38.12,2.16,0.538,silica fume,5.2,25.6,14.1,7.65,1.56,0.69,2096.2,3.99,0.843,29.4
HDPE,38.49,19.09,0.442,none,0.0,26.0,90.0,16.52,2.88,1.35,2107.9,4.38,0.788,31.4
HDPE,3.89,12.53,0.6,none,0.0,27.8,3.4,5.75,1.51,0.54,2300.5,4.95,1.388,24.2
HDPE,11.35,1.57,0.405,silica fume,14.7,23.0,7.5,11.81,2.12,1.02,2271.7,2.69,1.28,40.5
HDPE,12.29,19.95,0.471,GGBS,28.8,24.3,28.4,21.91,3.32,2.09,2262.6,3.23,1.165,43.3
HDPE,31.72,7.48,0.537,silica fume,11.9,24.9,56.5,14.84,2.39,1.55,2116.8,3.78,1.005,31.7
HDPE,0.7,1.12,0.52,fly ash,19.4,25.8,56.0,40.06,4.36,3.16,2282.8,3.47,1.396,57.3
HDPE,15.77,1.12,0.43,GGBS,11.0,19.1,27.6,13.35,2.51,1.31,2268.7,3.4,1.086,36.8
HDPE,3.51,14.85,0.466,none,0.0,23.8,27.8,28.98,3.76,2.73,2348.8,2.74,1.37,42.6
HDPE,29.91,1.48,0.47,none,0.0,20.9,90.0,16.95,2.51,1.68,2174.9,4.74,0.971,33.9
