plastic_type,plastic_type_enc,replacement_pct,particle_size_mm,wc_ratio,additive_type,additive_type_enc,additive_pct,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,score_paving_block_light,suitable_paving_block_light,score_paving_block_heavy,suitable_paving_block_heavy,score_floor_tile_indoor,suitable_floor_tile_indoor,score_floor_tile_outdoor,suitable_floor_tile_outdoor,score_hollow_concrete_block,suitable_hollow_concrete_block,score_lightweight_partition_block,suitable_lightweight_partition_block,score_structural_concrete,suitable_structural_concrete,score_nonstructural_concrete_fill,suitable_nonstructural_concrete_fill,score_plastic_sand_paver,suitable_plastic_sand_paver,score_wall_cladding_panel,suitable_wall_cladding_panel,score_thermal_insulation_panel,suitable_thermal_insulation_panel,score_kerb_stone,suitable_kerb_stone,primary_application
Mixed,5,11.1,8.9,0.42,silica_fume,2,27.8,41.2,33,24.47,3.48,2.52,2257.3,2.92,0.877,91.4,89.35,1,54.66,0,42.3,0,33.45,0,100.0,1,67.92,1,81.55,1,85.95,1,67.63,1,67.69,1,51.23,0,78.64,1,hollow_concrete_block
HDPE,1,0.9,11.9,0.58,fly_ash,1,24.2,69.5,29,19.88,2.99,2.04,2285.6,1.85,0.928,84.2,83.44,1,58.11,1,41.77,0,31.54,0,100.0,1,66.87,1,70.04,1,85.75,1,61.51,1,66.58,1,49.61,0,75.24,1,hollow_concrete_block
PP,4,24.7,19.1,0.38,silica_fume,2,24.3,27.5,34,23.01,2.98,2.83,1988.0,4.39,0.551,79.7,77.85,1,46.36,0,36.53,0,29.26,0,100.0,1,79.32,1,72.21,1,88.11,1,65.68,1,79.77,1,68.62,1,65.15,1,hollow_concrete_block
PVC,3,8.8,9.5,0.4,fly_ash,1,27.5,36.8,3,14.35,1.74,1.35,2259.9,3.49,0.961,79.5,74.16,1,42.63,0,26.34,0,20.1,0,100.0,1,66.57,1,61.45,1,85.93,1,54.13,0,66.09,1,48.82,0,60.87,1,hollow_concrete_block
HDPE,1,26.8,9.0,0.61,fibres,3,13.4,33.9,13,7.76,1.25,0.9,1975.0,6.7,0.606,63.6,47.61,0,28.55,0,14.87,0,11.61,0,99.88,1,77.26,1,41.74,0,88.23,1,38.21,0,74.14,1,64.73,1,38.71,0,hollow_concrete_block
PVC,3,28.5,9.1,0.57,fibres,3,25.5,65.0,5,7.65,1.0,0.92,2073.4,7.14,0.549,62.4,47.13,0,28.47,0,13.88,0,10.72,0,98.34,1,78.58,1,48.28,0,87.36,1,36.34,0,75.64,1,68.36,1,38.23,0,hollow_concrete_block
PP,4,30.6,4.5,0.55,fibres,3,23.7,51.4,44,12.94,1.84,1.32,1864.4,7.38,0.529,69.3,53.01,0,32.43,0,21.15,0,17.0,0,97.58,1,81.45,1,43.94,0,89.31,1,42.55,0,77.53,1,71.1,1,43.88,0,hollow_concrete_block
PET,0,20.0,12.5,0.6,fly_ash,1,11.2,62.2,79,20.29,2.71,2.05,2159.6,5.22,0.68,81.9,72.13,1,43.65,0,32.17,0,25.88,0,100.0,1,73.13,1,79.13,1,86.67,1,62.05,1,73.41,1,59.56,1,60.14,1,hollow_concrete_block
Mixed,5,27.3,3.8,0.47,fly_ash,1,9.4,44.3,34,14.08,2.05,1.28,2020.7,7.6,0.636,65.0,54.78,0,33.63,0,22.71,0,18.39,0,96.93,1,75.76,1,55.9,1,87.82,1,43.33,0,71.24,1,62.63,1,45.28,0,hollow_concrete_block
Mixed,5,11.6,5.0,0.53,fibres,3,28.8,61.2,75,24.63,3.88,2.68,2222.0,4.52,0.772,100.0,81.42,1,50.59,0,40.23,0,32.82,0,100.0,1,70.27,1,85.91,1,86.2,1,67.84,1,70.33,1,55.09,1,68.95,1,hollow_concrete_block
HDPE,1,25.8,1.8,0.56,none,0,0.0,43.3,47,11.83,1.68,1.07,2016.2,5.9,0.586,64.9,55.52,1,33.18,0,20.55,0,16.22,0,100.0,1,77.59,1,51.8,0,87.86,1,47.41,0,76.44,1,65.88,1,45.58,0,hollow_concrete_block
LDPE,2,15.2,10.1,0.57,fibres,3,2.7,35.3,32,9.47,1.77,0.68,2115.0,5.1,0.804,72.3,56.66,1,33.42,0,19.12,0,15.03,0,100.0,1,70.5,1,56.82,1,87.02,1,47.63,0,69.99,1,54.31,0,46.22,0,hollow_concrete_block
LDPE,2,14.7,19.9,0.49,fly_ash,1,6.6,55.1,69,23.0,3.31,2.77,2151.9,4.59,0.737,86.1,78.39,1,47.39,0,37.08,0,29.98,0,100.0,1,71.68,1,85.27,1,86.73,1,65.67,1,71.62,1,56.86,1,65.92,1,hollow_concrete_block
PP,4,21.2,4.3,0.36,fibres,3,10.9,65.6,14,12.17,2.12,1.22,2060.6,6.42,0.564,77.2,56.42,1,34.32,0,21.62,0,17.46,0,100.0,1,78.05,1,58.69,1,87.47,1,45.3,0,76.18,1,67.26,1,46.49,0,hollow_concrete_block
Mixed,5,36.6,2.3,0.56,none,0,0.0,35.0,70,10.42,1.59,0.88,1869.8,8.78,0.57,63.3,46.81,0,28.86,0,17.43,0,14.05,0,93.98,1,79.78,1,38.58,0,87.48,1,35.15,0,73.59,1,67.8,1,38.49,0,hollow_concrete_block
LDPE,2,18.1,6.2,0.61,silica_fume,2,26.1,31.2,55,22.79,3.13,2.16,2067.7,2.96,0.626,87.4,85.7,1,51.71,0,39.62,0,31.14,0,100.0,1,75.64,1,79.52,1,87.41,1,65.39,1,75.88,1,63.01,1,74.97,1,hollow_concrete_block
LDPE,2,6.7,1.8,0.61,none,0,0.0,54.4,25,10.12,1.36,1.04,2265.1,3.2,0.87,75.3,69.4,1,39.67,0,21.85,0,16.19,0,100.0,1,67.98,1,52.95,0,85.89,1,48.49,0,67.81,1,51.42,0,57.43,1,hollow_concrete_block
LDPE,2,21.9,18.9,0.62,fly_ash,1,0.5,77.7,80,14.25,1.7,1.52,2064.1,6.32,0.709,78.7,59.65,1,36.36,0,22.72,0,17.99,0,100.0,1,73.18,1,62.79,1,87.44,1,48.54,0,70.56,1,58.54,1,49.37,0,hollow_concrete_block
Mixed,5,3.1,15.6,0.43,fly_ash,1,16.0,66.7,73,35.48,4.74,3.25,2341.0,2.49,0.891,100.0,97.34,1,67.7,1,58.04,1,46.26,0,100.0,1,67.05,1,86.36,1,85.38,1,75.0,1,67.07,1,50.48,0,94.9,1,hollow_concrete_block
LDPE,2,28.9,3.5,0.63,fly_ash,1,23.6,39.5,24,7.25,1.03,0.94,1926.3,6.3,0.557,53.2,46.26,0,27.26,0,14.06,0,10.77,0,100.0,1,79.7,1,34.75,0,87.02,1,39.3,0,76.67,1,68.47,1,37.45,0,hollow_concrete_block
LDPE,2,20.5,0.9,0.5,none,0,0.0,43.6,24,9.79,1.18,1.02,2058.8,5.68,0.713,66.3,53.95,0,32.04,0,17.43,0,13.4,0,100.0,1,73.13,1,51.8,0,87.49,1,45.92,0,71.89,1,58.37,1,44.03,0,hollow_concrete_block
PET,0,18.8,17.0,0.42,silica_fume,2,17.2,36.8,34,24.38,3.83,2.55,2192.4,4.02,0.744,86.4,83.62,1,50.04,0,40.59,0,32.91,0,100.0,1,71.17,1,84.76,1,86.42,1,67.51,1,71.24,1,56.38,1,70.3,1,hollow_concrete_block
PVC,3,7.0,2.6,0.42,none,0,0.0,24.0,51,20.72,2.96,2.04,2333.8,3.63,0.863,95.4,82.46,1,49.53,0,35.47,0,28.14,0,100.0,1,67.59,1,70.87,1,85.43,1,62.63,1,67.68,1,51.38,0,69.19,1,hollow_concrete_block
HDPE,1,0.0,9.5,0.59,fibres,3,16.5,63.6,70,25.86,3.76,2.38,2360.8,1.91,1.014,100.0,91.97,1,64.44,1,49.22,0,37.99,0,100.0,1,65.09,1,78.04,1,85.25,1,69.48,1,64.82,1,47.14,0,83.46,1,hollow_concrete_block
PVC,3,38.5,18.9,0.46,fibres,3,22.5,51.4,55,10.82,1.87,0.87,1954.9,8.91,0.384,65.1,48.02,0,29.74,0,18.49,0,15.09,0,93.71,1,80.46,1,45.79,0,86.37,1,35.38,0,84.89,1,85.23,1,39.48,0,hollow_concrete_block
HDPE,1,20.1,10.2,0.59,fly_ash,1,2.2,79.7,41,12.2,1.26,1.02,2132.2,5.8,0.661,71.7,57.99,1,34.84,0,19.95,0,15.44,0,100.0,1,73.93,1,62.45,1,86.88,1,48.45,0,73.0,1,60.69,1,47.62,0,hollow_concrete_block
PET,0,24.2,8.5,0.46,silica_fume,2,0.7,49.2,5,8.71,1.52,0.85,2144.6,5.45,0.584,59.5,53.06,0,31.19,0,17.4,0,13.58,0,100.0,1,76.48,1,54.39,0,86.79,1,45.86,0,77.02,1,65.42,1,43.03,0,hollow_concrete_block
HDPE,1,17.4,12.9,0.39,fly_ash,1,19.5,38.1,34,22.49,2.88,2.3,2089.4,5.02,0.79,80.3,75.12,1,45.34,0,35.0,0,28.16,0,100.0,1,71.02,1,78.74,1,87.23,1,64.99,1,70.46,1,54.95,0,62.84,1,hollow_concrete_block
HDPE,1,0.7,4.9,0.48,fibres,3,12.0,62.8,50,23.92,3.03,2.31,2339.5,1.86,1.042,100.0,89.22,1,63.23,1,45.83,0,34.75,0,100.0,1,64.89,1,76.33,1,85.39,1,66.89,1,64.47,1,46.58,0,81.02,1,hollow_concrete_block
HDPE,1,18.5,8.6,0.37,fly_ash,1,26.9,75.4,40,25.29,3.16,2.76,2008.2,5.66,0.769,77.4,75.65,1,46.16,0,37.9,0,30.75,0,100.0,1,72.26,1,76.87,1,87.93,1,66.7,1,70.56,1,56.17,1,63.65,1,hollow_concrete_block
LDPE,2,2.1,9.6,0.47,fibres,3,2.3,37.6,68,29.04,4.05,2.92,2330.2,3.65,1.036,100.0,93.38,1,57.03,1,46.47,0,37.5,0,100.0,1,65.04,1,85.53,1,85.45,1,73.72,1,64.6,1,46.75,0,79.03,1,hollow_concrete_block
PP,4,19.1,18.7,0.61,fibres,3,2.0,39.9,42,10.47,1.51,0.88,2098.7,5.49,0.657,72.6,56.52,1,33.67,0,19.1,0,14.9,0,100.0,1,74.35,1,57.4,1,87.15,1,47.96,0,74.09,1,61.06,1,46.25,0,hollow_concrete_block
PP,4,6.6,19.8,0.39,silica_fume,2,1.8,50.6,83,34.73,4.91,3.3,2255.5,3.37,0.898,100.0,96.38,1,62.44,1,54.92,0,44.56,0,100.0,1,67.58,1,92.46,1,85.96,1,75.0,1,67.28,1,50.59,0,87.29,1,hollow_concrete_block
PP,4,14.9,9.2,0.45,fibres,3,10.4,39.6,50,20.87,3.13,1.87,2142.5,5.21,0.805,89.0,72.89,1,44.75,0,33.81,0,27.46,0,100.0,1,70.23,1,82.07,1,86.8,1,62.83,1,69.83,1,54.15,0,61.56,1,hollow_concrete_block
PET,0,32.0,11.9,0.62,fibres,3,13.0,50.8,88,16.06,2.38,1.76,1978.9,7.14,0.57,71.4,58.73,1,36.06,0,25.74,0,20.94,0,98.34,1,78.61,1,57.85,1,88.19,1,47.56,0,75.06,1,67.21,1,48.83,0,hollow_concrete_block
PP,4,29.1,11.5,0.37,fly_ash,1,28.0,42.7,87,30.33,4.14,2.83,1940.0,7.32,0.669,78.2,77.51,1,48.61,0,44.32,0,36.68,0,97.77,1,75.55,1,80.05,1,88.56,1,65.5,1,70.84,1,61.18,1,66.22,1,hollow_concrete_block
Mixed,5,17.6,14.6,0.43,fly_ash,1,22.9,31.8,81,33.61,4.81,3.23,2154.0,5.39,0.738,91.1,84.51,1,55.68,1,50.58,0,41.75,0,100.0,1,71.64,1,98.07,1,86.71,1,74.63,1,71.43,1,56.81,1,76.51,1,hollow_concrete_block
PVC,3,11.0,4.8,0.36,none,0,0.0,77.2,27,17.51,2.2,1.9,2238.8,3.95,0.849,84.9,75.25,1,44.41,0,29.76,0,23.28,0,100.0,1,68.57,1,69.61,1,86.08,1,58.35,1,68.37,1,52.2,0,62.48,1,hollow_concrete_block
PVC,3,22.8,8.6,0.6,fly_ash,1,12.8,54.1,29,8.55,1.58,0.88,2127.3,6.28,0.67,65.6,51.03,0,30.58,0,16.75,0,13.25,0,100.0,1,73.7,1,54.45,0,86.92,1,41.12,0,71.65,1,60.22,1,41.48,0,hollow_concrete_block
PET,0,39.6,3.7,0.36,fibres,3,23.6,33.1,24,10.85,1.73,1.36,1992.4,9.06,0.35,65.7,48.23,0,29.93,0,18.12,0,14.71,0,93.4,1,80.08,1,48.67,0,85.73,1,35.07,0,84.54,1,85.04,1,39.64,0,hollow_concrete_block
Mixed,5,19.7,2.1,0.49,silica_fume,2,18.5,78.8,63,27.27,3.68,2.38,2113.9,3.55,0.629,91.2,90.19,1,53.9,0,43.98,0,35.25,0,100.0,1,75.12,1,91.26,1,87.03,1,71.36,1,75.53,1,62.62,1,76.39,1,hollow_concrete_block
LDPE,2,23.1,11.2,0.62,silica_fume,2,18.9,39.6,22,11.2,2.37,1.01,2006.6,3.48,0.717,68.6,66.85,1,37.66,0,24.79,0,19.34,0,100.0,1,73.53,1,51.01,0,87.94,1,49.93,0,72.95,1,58.44,1,54.61,0,hollow_concrete_block
Mixed,5,27.3,14.5,0.51,silica_fume,2,24.2,66.7,34,14.81,2.29,1.21,2027.5,4.86,0.619,76.2,64.58,1,38.32,0,26.02,0,20.71,0,100.0,1,76.27,1,60.47,1,87.76,1,54.75,0,76.37,1,63.64,1,53.37,0,hollow_concrete_block
HDPE,1,32.6,9.0,0.43,silica_fume,2,15.0,63.5,54,23.08,3.74,2.55,1910.1,5.87,0.467,74.0,70.93,1,43.2,0,36.97,0,30.48,0,100.0,1,80.94,1,65.31,1,88.85,1,62.57,1,84.06,1,76.86,1,59.6,1,hollow_concrete_block
PET,0,38.1,6.4,0.61,none,0,0.0,69.4,74,8.49,1.08,0.3,1992.5,8.6,0.484,59.4,44.91,0,27.55,0,14.29,0,11.23,0,94.38,1,80.08,1,43.13,0,86.67,1,33.03,0,78.07,1,74.62,1,36.58,0,hollow_concrete_block
HDPE,1,33.8,4.8,0.64,fibres,3,27.2,75.6,72,13.54,1.57,1.56,1943.4,8.39,0.533,75.9,53.57,0,33.32,0,20.64,0,16.51,0,94.86,1,80.58,1,52.27,0,87.59,1,40.3,0,75.53,1,70.32,1,44.44,0,hollow_concrete_block
PP,4,14.5,15.0,0.48,silica_fume,2,9.0,34.5,82,31.18,4.59,2.82,2127.9,3.07,0.747,99.2,95.76,1,59.84,1,51.34,0,41.38,0,100.0,1,71.65,1,98.42,1,86.92,1,75.0,1,71.44,1,56.53,1,84.67,1,hollow_concrete_block
PVC,3,37.9,13.4,0.58,none,0,0.0,46.1,58,9.45,1.34,0.98,1933.4,8.67,0.397,52.5,44.82,0,27.38,0,15.88,0,12.65,0,94.22,1,80.69,1,38.74,0,87.07,1,34.13,0,85.26,1,85.34,1,36.58,0,hollow_concrete_block
HDPE,1,16.6,19.6,0.45,silica_fume,2,3.5,34.1,65,25.28,3.28,2.41,2056.6,4.52,0.697,88.1,81.06,1,49.19,0,39.38,0,31.73,0,100.0,1,73.58,1,83.05,1,87.5,1,68.71,1,73.33,1,59.16,1,68.65,1,hollow_concrete_block
PVC,3,23.5,8.4,0.6,silica_fume,2,7.3,68.3,46,12.84,1.83,1.26,2176.9,5.52,0.556,67.5,59.54,1,35.57,0,22.25,0,17.58,0,100.0,1,77.36,1,61.79,1,86.54,1,50.94,0,78.07,1,67.35,1,48.86,0,hollow_concrete_block
HDPE,1,23.9,12.1,0.61,none,0,0.0,24.9,4,5.63,0.51,0.3,2058.3,6.59,0.668,52.4,44.28,0,26.18,0,10.95,0,8.02,0,100.0,1,74.39,1,41.27,0,75.02,1,35.83,0,65.22,1,60.64,1,35.55,0,hollow_concrete_block
HDPE,1,21.6,10.1,0.38,fly_ash,1,29.8,20.1,25,18.84,2.43,1.93,2022.1,6.49,0.597,73.9,64.46,1,39.46,0,29.02,0,23.44,0,100.0,1,77.12,1,66.21,1,87.8,1,53.88,0,74.68,1,65.09,1,53.79,0,hollow_concrete_block
PET,0,5.3,19.7,0.46,silica_fume,2,20.0,25.3,24,25.41,3.41,2.57,2320.6,2.32,0.936,94.4,91.07,1,59.61,1,45.43,0,35.32,0,100.0,1,66.48,1,79.37,1,85.51,1,68.88,1,66.29,1,49.26,0,82.71,1,hollow_concrete_block
LDPE,2,13.2,1.3,0.52,none,0,0.0,56.9,27,11.91,2.21,1.46,2188.5,4.69,0.837,80.1,63.12,1,37.31,0,23.12,0,18.35,0,100.0,1,69.21,1,62.64,1,86.45,1,50.88,0,68.86,1,52.81,0,51.77,0,hollow_concrete_block
HDPE,1,35.9,16.6,0.5,silica_fume,2,17.8,56.9,70,19.15,2.27,1.93,1826.5,5.03,0.425,79.3,68.56,1,41.05,0,30.13,0,23.93,0,100.0,1,81.9,1,54.14,0,89.71,1,60.53,1,89.33,1,82.42,1,57.31,1,hollow_concrete_block
PET,0,33.3,6.0,0.37,silica_fume,2,4.7,66.6,68,21.86,3.17,1.94,1971.7,6.91,0.572,72.7,67.04,1,41.31,0,33.64,0,27.63,0,99.12,1,78.6,1,67.34,1,88.26,1,56.16,1,75.37,1,67.1,1,56.26,1,hollow_concrete_block
PET,0,19.9,4.9,0.44,fibres,3,25.6,59.9,63,23.94,3.57,2.28,2198.6,5.33,0.772,95.9,76.97,1,48.15,0,37.87,0,30.95,0,100.0,1,70.46,1,86.02,1,86.37,1,66.92,1,70.43,1,55.18,1,65.31,1,hollow_concrete_block
PVC,3,14.4,10.4,0.44,fibres,3,12.5,75.8,42,16.86,2.14,1.33,2248.1,4.58,0.673,89.5,70.97,1,42.95,0,28.03,0,22.1,0,100.0,1,72.6,1,69.04,1,86.01,1,57.48,1,73.26,1,59.56,1,59.48,1,hollow_concrete_block
Mixed,5,13.1,5.2,0.39,fly_ash,1,1.1,23.5,18,13.21,1.4,1.66,2189.5,4.24,0.784,73.4,66.31,1,38.69,0,23.0,0,17.55,0,100.0,1,70.28,1,63.02,1,86.44,1,52.61,0,70.15,1,54.75,0,54.4,0,hollow_concrete_block
HDPE,1,4.3,9.3,0.39,none,0,0.0,36.9,45,22.85,3.58,2.19,2290.9,1.96,0.87,98.5,87.44,1,60.83,1,45.41,0,34.97,0,100.0,1,67.79,1,78.02,1,85.71,1,65.47,1,67.7,1,51.32,0,79.48,1,hollow_concrete_block
Mixed,5,12.8,5.2,0.49,fibres,3,3.7,58.7,88,27.52,4.38,3.02,2183.1,4.49,0.792,100.0,85.14,1,52.94,0,44.41,0,36.43,0,100.0,1,70.16,1,93.5,1,86.49,1,71.69,1,69.97,1,54.46,0,72.33,1,hollow_concrete_block
PP,4,29.2,6.4,0.56,fibres,3,19.7,41.9,53,14.09,2.02,1.45,1971.4,7.49,0.64,67.3,54.9,0,33.68,0,22.7,0,18.35,0,97.25,1,76.12,1,52.98,0,88.26,1,43.71,0,71.5,1,62.65,1,45.44,0,hollow_concrete_block
HDPE,1,13.8,1.5,0.6,silica_fume,2,11.7,68.8,62,24.83,3.32,2.83,2204.6,3.45,0.87,95.2,88.42,1,52.97,0,40.86,0,32.51,0,100.0,1,68.47,1,86.89,1,86.33,1,68.11,1,68.07,1,51.66,0,74.59,1,hollow_concrete_block
Mixed,5,38.7,15.8,0.61,fibres,3,4.0,39.6,57,8.66,1.95,0.86,1859.8,9.31,0.402,54.6,42.68,0,26.22,0,16.4,0,13.55,0,92.9,1,81.51,1,32.7,0,86.54,1,31.6,0,84.86,1,85.46,1,34.84,0,hollow_concrete_block
Mixed,5,12.6,18.4,0.52,fly_ash,1,0.2,67.0,35,15.72,2.21,1.23,2203.5,3.99,0.854,81.9,72.27,1,42.32,0,27.93,0,21.88,0,100.0,1,68.77,1,68.38,1,86.34,1,55.96,1,68.42,1,52.18,0,59.61,1,hollow_concrete_block
PVC,3,3.7,17.6,0.45,none,0,0.0,73.1,33,20.39,3.13,2.26,2294.8,2.99,1.043,89.9,84.19,1,50.89,0,37.13,0,29.22,0,100.0,1,65.21,1,71.69,1,85.69,1,62.19,1,64.64,1,46.73,0,73.29,1,hollow_concrete_block
PP,4,24.2,19.2,0.62,fly_ash,1,12.5,66.3,83,20.44,2.7,1.87,2009.2,6.64,0.683,74.4,66.21,1,40.68,0,31.21,0,25.36,0,100.0,1,74.43,1,68.09,1,87.92,1,55.37,1,71.09,1,60.09,1,55.42,1,hollow_concrete_block
LDPE,2,28.5,16.1,0.46,none,0,0.0,26.3,67,16.0,2.03,1.3,1914.6,6.83,0.599,75.6,59.32,1,36.34,0,24.98,0,20.05,0,99.4,1,78.15,1,54.24,0,88.8,1,48.66,0,74.57,1,65.51,1,49.39,0,hollow_concrete_block
HDPE,1,8.4,7.0,0.55,silica_fume,2,15.9,73.4,78,34.46,4.93,3.21,2252.1,2.15,0.821,100.0,96.68,1,68.93,1,59.19,1,46.93,0,100.0,1,69.0,1,92.71,1,85.99,1,75.0,1,68.96,1,53.11,0,93.21,1,hollow_concrete_block
PP,4,37.1,4.3,0.58,none,0,0.0,47.3,78,9.78,1.27,0.53,1842.3,9.01,0.444,56.9,44.68,0,27.45,0,15.91,0,12.66,0,93.5,1,81.71,1,33.91,0,87.3,1,33.76,0,81.49,1,79.91,1,36.63,0,hollow_concrete_block
PP,4,11.6,19.9,0.49,silica_fume,2,10.0,44.4,83,36.12,4.86,3.52,2251.7,2.99,0.863,100.0,96.68,1,65.12,1,57.19,1,46.07,0,100.0,1,68.21,1,92.74,1,85.99,1,75.0,1,68.01,1,51.69,0,91.95,1,hollow_concrete_block
PET,0,19.0,17.6,0.63,fly_ash,1,27.7,70.1,31,13.57,1.98,1.43,2173.9,5.4,0.791,63.7,60.44,1,35.98,0,23.46,0,18.61,0,100.0,1,70.26,1,62.24,1,86.56,1,52.66,0,69.86,1,54.54,0,49.62,0,hollow_concrete_block
PVC,3,10.6,17.9,0.61,fly_ash,1,20.1,54.8,53,21.39,3.24,2.28,2282.8,3.87,0.748,84.7,81.27,1,48.15,0,36.38,0,29.15,0,100.0,1,70.35,1,72.88,1,85.77,1,63.52,1,70.74,1,55.85,1,67.77,1,hollow_concrete_block
LDPE,2,0.2,5.0,0.42,fibres,3,7.2,20.1,9,13.37,1.65,1.09,2332.8,1.8,0.878,95.6,75.11,1,54.45,0,32.31,0,23.13,0,100.0,1,67.33,1,58.74,1,85.43,1,52.83,0,67.37,1,50.91,0,68.32,1,hollow_concrete_block
PET,0,32.1,5.8,0.59,fibres,3,0.5,72.1,84,17.12,2.58,1.67,2037.0,7.61,0.523,69.1,59.43,1,36.7,0,27.07,0,22.17,0,96.9,1,79.64,1,63.18,1,87.67,1,47.36,0,76.58,1,70.71,1,49.46,0,hollow_concrete_block
LDPE,2,30.8,13.4,0.5,fly_ash,1,16.0,53.1,17,7.41,1.54,0.44,1931.1,7.5,0.633,54.2,44.09,0,26.5,0,14.82,0,11.87,0,97.22,1,76.78,1,35.61,0,88.04,1,34.77,0,71.69,1,63.27,1,35.74,0,hollow_concrete_block
HDPE,1,37.0,8.1,0.57,fly_ash,1,16.4,32.0,90,14.93,2.02,1.5,1801.4,8.35,0.356,62.7,52.83,0,32.57,0,23.17,0,18.8,0,94.96,1,82.2,1,41.06,0,89.15,1,42.26,0,86.42,1,86.1,1,43.94,0,hollow_concrete_block
PVC,3,3.2,13.1,0.63,none,0,0.0,26.0,36,13.78,2.02,0.98,2315.5,2.8,0.944,86.2,75.53,1,45.88,0,28.35,0,21.46,0,100.0,1,66.4,1,58.25,1,85.55,1,53.37,0,66.16,1,49.06,0,66.87,1,hollow_concrete_block
HDPE,1,26.3,13.6,0.47,fibres,3,6.1,29.8,15,9.0,1.1,0.77,1989.6,7.66,0.568,60.9,47.17,0,28.68,0,15.23,0,11.89,0,96.76,1,78.58,1,44.16,0,88.09,1,36.37,0,74.34,1,67.31,1,38.48,0,hollow_concrete_block
LDPE,2,12.4,11.1,0.51,none,0,0.0,24.6,22,11.23,1.37,1.34,2101.6,4.02,0.855,75.5,64.57,1,37.27,0,21.29,0,16.12,0,100.0,1,69.63,1,59.62,1,87.13,1,49.97,0,68.86,1,52.59,0,52.83,0,hollow_concrete_block
PET,0,34.1,0.6,0.42,silica_fume,2,29.0,26.8,60,21.97,3.21,2.38,2025.5,4.56,0.511,77.8,75.66,1,45.14,0,35.84,0,28.94,0,100.0,1,79.75,1,72.67,1,87.77,1,64.29,1,81.84,1,71.84,1,63.21,1,hollow_concrete_block
LDPE,2,4.9,15.4,0.58,fibres,3,15.3,48.9,81,26.22,4.12,2.1,2283.3,2.19,1.049,100.0,91.87,1,61.68,1,48.7,0,38.23,0,100.0,1,65.23,1,84.18,1,85.77,1,69.96,1,64.6,1,46.64,0,83.48,1,hollow_concrete_block
LDPE,2,31.4,7.4,0.38,fly_ash,1,11.6,31.4,35,15.17,2.11,1.36,1873.3,8.29,0.577,67.3,54.32,0,33.6,0,23.66,0,19.23,0,95.1,1,79.46,1,47.78,0,88.52,1,42.74,0,73.77,1,67.27,1,45.19,0,hollow_concrete_block
Mixed,5,0.7,18.3,0.59,none,0,0.0,79.5,23,12.3,1.81,1.18,2332.6,1.71,0.994,86.0,73.68,1,53.79,0,32.42,0,23.17,0,100.0,1,65.56,1,54.51,0,85.43,1,51.4,0,65.24,1,47.72,0,66.59,1,hollow_concrete_block
HDPE,1,13.7,10.7,0.56,fly_ash,1,14.4,75.5,83,26.61,3.78,2.72,2209.8,4.45,0.832,97.8,84.32,1,52.16,0,42.05,0,34.15,0,100.0,1,69.13,1,90.08,1,86.29,1,70.48,1,68.88,1,52.9,0,71.54,1,hollow_concrete_block
LDPE,2,1.2,17.1,0.59,fibres,3,3.1,50.7,54,21.36,3.34,2.07,2339.7,1.69,1.007,99.4,85.81,1,63.14,1,45.49,0,34.4,0,100.0,1,65.34,1,72.05,1,85.39,1,63.48,1,65.01,1,47.38,0,77.95,1,hollow_concrete_block
HDPE,1,6.7,12.6,0.5,none,0,0.0,78.6,32,15.75,2.51,1.33,2305.9,3.57,0.896,86.1,76.09,1,44.43,0,29.49,0,23.15,0,100.0,1,67.23,1,62.19,1,85.61,1,56.0,1,67.11,1,50.46,0,63.01,1,hollow_concrete_block
Mixed,5,37.4,15.7,0.52,fibres,3,11.6,58.6,28,8.2,1.6,0.84,1886.8,8.74,0.528,52.6,42.73,0,26.05,0,15.25,0,12.36,0,94.07,1,81.2,1,33.35,0,87.39,1,32.29,0,75.76,1,71.05,1,34.77,0,hollow_concrete_block
PET,0,1.5,4.2,0.52,none,0,0.0,79.3,50,21.02,3.38,2.13,2369.6,1.91,0.967,100.0,85.58,1,60.33,1,43.43,0,33.22,0,100.0,1,65.67,1,69.35,1,85.19,1,63.03,1,65.55,1,48.26,0,77.7,1,hollow_concrete_block
Mixed,5,13.5,15.1,0.35,silica_fume,2,25.9,25.1,15,22.09,3.05,2.26,2151.6,2.49,0.803,90.9,85.39,1,54.41,0,40.42,0,31.34,0,100.0,1,70.2,1,85.01,1,86.73,1,64.45,1,69.84,1,54.18,0,77.83,1,hollow_concrete_block
PP,4,20.8,15.4,0.53,fibres,3,14.8,79.8,46,16.69,2.8,1.5,2052.8,6.01,0.764,82.5,64.1,1,39.08,0,28.13,0,22.94,0,100.0,1,71.94,1,67.03,1,87.54,1,53.31,0,69.65,1,56.16,1,53.31,0,hollow_concrete_block
PET,0,25.0,1.1,0.6,silica_fume,2,7.4,52.2,57,16.75,2.55,1.81,2079.7,5.62,0.698,72.2,64.28,1,38.75,0,27.87,0,22.5,0,100.0,1,73.34,1,66.41,1,87.31,1,55.55,1,72.42,1,59.0,1,53.3,0,hollow_concrete_block
